R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0.05701509,-0.04888298,0.38797763,-2.7635384,0.85736917,0.93460768,7.93686489,8.65187968,7.12293223,7.7646216
1.09041832,0.05699896,-0.0487549,0.38706538,-2.75671905,0.8553648,0.93270545,7.93900421,8.65683567,7.12210189,7.7660704
1.09074884,0.05698287,-0.04862712,0.38615537,-2.74992077,0.85336395,0.93080573,7.94115191,8.6618022,7.1212807,7.76752864
1.09107935,0.05696681,-0.04849964,0.3852476,-2.7431435,0.85136661,0.92890852,7.94330797,8.6667793,7.12046867,7.76899632
1.09140986,0.05695081,-0.04837246,0.38434208,-2.73638714,0.84937278,0.92701382,7.94547242,8.67176696,7.1196658,7.77047348
1.09174038,0.05693484,-0.04824558,0.38343878,-2.72965163,0.84738245,0.92512163,7.94764524,8.67676521,7.11887211,7.77196011
1.09207089,0.05691891,-0.048119,0.3825377,-2.72293689,0.84539562,0.92323195,7.94982646,8.68177405,7.11808759,7.77345624
1.0924014,0.05690303,-0.04799272,0.38163885,-2.71624283,0.84341229,0.92134477,7.95201607,8.6867935,7.11731225,7.77496188
1.09273191,0.05688719,-0.04786673,0.38074219,-2.70956938,0.84143245,0.91946009,7.95421407,8.69182358,7.1165461,7.77647705
1.09306243,0.05687139,-0.04774103,0.37984775,-2.70291647,0.8394561,0.91757792,7.95642048,8.69686429,7.11578914,7.77800176
1.09339294,0.05685563,-0.04761564,0.37895549,-2.69628403,0.83748323,0.91569825,7.95863529,8.70191565,7.11504138,7.77953602
1.09372345,0.05683991,-0.04749054,0.37806543,-2.68967196,0.83551384,0.91382108,7.96085852,8.70697767,7.11430282,7.78107985
1.09405397,0.05682424,-0.04736573,0.37717755,-2.6830802,0.83354792,0.91194641,7.96309015,8.71205037,7.11357346,7.78263327
1.09438448,0.0568086,-0.04724121,0.37629184,-2.67650868,0.83158548,0.91007424,7.96533021,8.71713376,7.11285332,7.78419628
1.09471499,0.05679301,-0.04711699,0.37540831,-2.66995732,0.8296265,0.90820457,7.96757869,8.72222785,7.11214239,7.78576891
1.09504551,0.05677746,-0.04699306,0.37452693,-2.66342604,0.82767099,0.9063374,7.96983561,8.72733266,7.11144069,7.78735117
1.09537602,0.05676195,-0.04686942,0.37364771,-2.65691478,0.82571894,0.90447272,7.97210095,8.7324482,7.11074821,7.78894307
1.09570653,0.05674648,-0.04674606,0.37277064,-2.65042345,0.82377034,0.90261054,7.97437473,8.73757449,7.11006497,7.79054463
1.09603705,0.05673105,-0.046623,0.37189571,-2.64395198,0.82182519,0.90075086,7.97665696,8.74271153,7.10939096,7.79215586
1.09636756,0.05671566,-0.04650023,0.37102291,-2.63750031,0.81988349,0.89889366,7.97894764,8.74785934,7.10872619,7.79377678
1.09669807,0.05670031,-0.04637775,0.37015225,-2.63106835,0.81794523,0.89703896,7.98124677,8.75301793,7.10807067,7.7954074
1.09702858,0.056685,-0.04625555,0.36928371,-2.62465603,0.81601041,0.89518675,7.98355435,8.75818733,7.10742441,7.79704774
1.0973591,0.05666973,-0.04613364,0.36841728,-2.61826329,0.81407903,0.89333703,7.9858704,8.76336753,7.1067874,7.79869781
1.09768961,0.05665451,-0.04601202,0.36755296,-2.61189005,0.81215108,0.8914898,7.98819492,8.76855856,7.10615966,7.80035762
1.09802012,0.05663932,-0.04589068,0.36669075,-2.60553624,0.81022655,0.88964505,7.99052791,8.77376043,7.10554118,7.8020272
1.09835064,0.05662417,-0.04576963,0.36583064,-2.59920178,0.80830544,0.8878028,7.99286937,8.77897316,7.10493198,7.80370656
1.09868115,0.05660906,-0.04564886,0.36497261,-2.59288661,0.80638776,0.88596303,7.99521932,8.78419675,7.10433206,7.80539571
1.09901166,0.056594,-0.04552837,0.36411667,-2.58659065,0.80447348,0.88412574,7.99757775,8.78943122,7.10374142,7.80709466
1.09934218,0.05657897,-0.04540816,0.3632628,-2.58031384,0.80256262,0.88229094,7.99994468,8.79467659,7.10316006,7.80880344
1.09967269,0.05656398,-0.04528824,0.36241101,-2.5740561,0.80065516,0.88045862,8.00232011,8.79993286,7.10258801,7.81052205
1.1000032,0.05654903,-0.0451686,0.36156128,-2.56781737,0.79875111,0.87862878,8.00470403,8.80520006,7.10202525,7.81225051
