R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0,0,0,0,-11.89690315,-12.96866911,-28.04327961,-30.56963728,-29.15123504,-31.77740599
1.09041832,0,0,0,0,-11.96045679,-13.04190125,-28.053816,-30.59039502,-29.21888635,-31.86080908
1.09074884,0,0,0,0,-12.02414005,-13.11531677,-28.06488344,-30.61173897,-29.28648998,-31.94420488
1.09107935,0,0,0,0,-12.08795296,-13.18891586,-28.07647722,-30.63366451,-29.35404715,-32.02759468
1.09140986,0,0,0,0,-12.15189559,-13.26269871,-28.08859269,-30.65616709,-29.42155909,-32.11097978
1.09174038,0,0,0,0,-12.215968,-13.33666549,-28.10122528,-30.67924225,-29.48902702,-32.19436145
1.09207089,0,0,0,0,-12.28017022,-13.41081641,-28.11437051,-30.70288559,-29.55645216,-32.27774098
1.0924014,0,0,0,0,-12.34450233,-13.48515165,-28.12802394,-30.72709279,-29.62383573,-32.36111968
1.09273191,0,0,0,0,-12.40896436,-13.55967139,-28.14218123,-30.75185959,-29.69117895,-32.44449883
1.09306243,0,0,0,0,-12.47355639,-13.63437583,-28.15683809,-30.7771818,-29.75848304,-32.52787973
1.09339294,0,0,0,0,-12.53827846,-13.70926516,-28.17199029,-30.80305532,-29.82574923,-32.61126366
1.09372345,0,0,0,0,-12.60313062,-13.78433955,-28.1876337,-30.8294761,-29.89297872,-32.69465194
1.09405397,0,0,0,0,-12.66811293,-13.8595992,-28.20376423,-30.85644014,-29.96017276,-32.77804586
1.09438448,0,0,0,0,-12.73322544,-13.9350443,-28.22037784,-30.88394353,-30.02733254,-32.86144671
1.09471499,0,0,0,0,-12.79846821,-14.01067503,-28.23747058,-30.91198241,-30.09445928,-32.94485579
1.09504551,0,0,0,0,-12.86384128,-14.08649158,-28.25503855,-30.94055299,-30.16155422,-33.0282744
1.09537602,0,0,0,0,-12.92934471,-14.16249414,-28.2730779,-30.96965152,-30.22861855,-33.11170385
1.09570653,0,0,0,0,-12.99497856,-14.23868289,-28.29158487,-30.99927434,-30.29565349,-33.19514542
1.09603705,0,0,0,0,-13.06074287,-14.31505802,-28.31055571,-31.02941783,-30.36266025,-33.27860043
1.09636756,0,0,0,0,-13.1266377,-14.39161972,-28.32998677,-31.06007841,-30.42964005,-33.36207016
1.09669807,0,0,0,0,-13.19266309,-14.46836817,-28.34987442,-31.0912526,-30.49659409,-33.44555592
1.09702858,0,0,0,0,-13.25881911,-14.54530356,-28.37021513,-31.12293693,-30.56352359,-33.52905901
1.0973591,0,0,0,0,-13.3251058,-14.62242607,-28.39100537,-31.15512802,-30.63042973,-33.61258071
1.09768961,0,0,0,0,-13.39152321,-14.69973589,-28.41224169,-31.18782251,-30.69731373,-33.69612234
1.09802012,0,0,0,0,-13.4580714,-14.77723322,-28.43392071,-31.22101712,-30.76417678,-33.77968518
1.09835064,0,0,0,0,-13.52475041,-14.85491822,-28.45603906,-31.2547086,-30.83102009,-33.86327053
1.09868115,0,0,0,0,-13.5915603,-14.93279109,-28.47859344,-31.28889377,-30.89784484,-33.94687968
1.09901166,0,0,0,0,-13.65850112,-15.01085202,-28.50158061,-31.32356948,-30.96465224,-34.03051393
1.09934218,0,0,0,0,-13.72557291,-15.08910118,-28.52499736,-31.35873264,-31.03144346,-34.11417456
