Experiment,Num_Bins,Model_A,Model_B,Is_Pairwise_Null_DGP,Observed_LR,Simulated_LR_PValue,PlusOne_LR_PValue,Observed_PIT_Pairwise_Delta,Simulated_PIT_Delta_PValue,PlusOne_PIT_Delta_PValue,PIT_Uniformity_Target_Model,Observed_PIT_SupUniform,Simulated_PIT_Uniformity_PValue,PlusOne_PIT_Uniformity_PValue,Successful_Replications,Mean_LR,Median_LR,P95_LR,Mean_PIT_Pairwise_Delta,P95_PIT_Pairwise_Delta,Mean_PIT_SupUniform,P95_PIT_SupUniform,Fraction_LL_B_Greater,Fraction_PIT_B_CloserToUniform
01 Shape Null - Constraint DGP,10,Constraint,Unconstraint,1,3.5306348053789,0.4,0.411764705882353,0.0169014084507042,0.4,0.411764705882353,Constraint,0.0154929577464789,0.98,0.980392156862745,50,3.42265335673442,2.594153027228,9.41370315649942,0.0148732394366197,0.028169014084507,0.0272112676056338,0.0464788732394366,1,0.48
