date_TTM_90,exdate_TTM_90,kappa_TTM_90
19960126,19960419,1.11954352357945
19960223,19960517,1.11347683508552
19960320,19960621,1.11662980193673
19960424,19960719,1.11864079447236
19960524,19960816,1.11692213287362
19960619,19960920,1.12036197726377
19960724,19961018,1.13073360046057
19960821,19961220,1.12211702378879
19960918,19961220,1.12123474091854
19961025,19970117,1.10586720636293
19961122,19970221,1.11249879150457
19961218,19970321,1.11762863280544
19970122,19970418,1.11240091445129
19970219,19970620,1.11794239677611
19970319,19970620,1.11716442582873
19970424,19970718,1.12279697378013
19970521,19970815,1.1059928112358
19970618,19970919,1.11975667008896
19970724,19971017,1.1140683592575
19970820,19971219,1.11493899463304
19970917,19971219,1.11594775865924
19971022,19980116,1.11668681650376
19971128,19980320,1.11919872044197
19971217,19980320,1.12193660650992
19980121,19980417,1.13908042620611
19980218,19980619,1.11800049827519
19980318,19980619,1.11977028039931
19980421,19980717,1.11583984191441
19980520,19980821,1.11821022707758
19980617,19980918,1.12193340142292
19980722,19981016,1.11868958519156
19980825,19981120,1.12536315087988
19980916,19981218,1.12043149009681
19981021,19990115,1.12030481017829
19981124,19990219,1.121479839255
19981216,19990319,1.12074013625417
19990122,19990416,1.11608351671995
19990223,19990521,1.11997099955241
19990317,19990618,1.11906779717492
19990422,19990716,1.11701634827901
19990525,19990820,1.11860475774093
19990616,19990917,1.12162485784254
19990721,19991015,1.11757842458105
19990823,19991119,1.12262205988953
19990915,19991217,1.12410470707971
19991020,20000121,1.12268053561454
19991124,20000218,1.12189000388586
19991222,20000317,1.12549866911414
20000125,20000420,1.12469538985223
20000223,20000519,1.12325799878047
20000321,20000616,1.12596756710373
20000426,20000721,1.12343575751399
20000522,20000818,1.12201209981224
20000621,20000915,1.12540681710103
20000724,20001020,1.12689003033813
20000821,20001117,1.12718969873373
20000915,20001215,1.12770545554798
20001023,20010119,1.1274002059729
20001120,20010216,1.12528354060506
20001220,20010316,1.12364725823756
20010122,20010420,1.12253228364786
20010220,20010518,1.12018040599668
20010321,20010615,1.12124492201125
20010423,20010720,1.11993274205693
20010521,20010817,1.11797291388118
20010620,20010921,1.11613099652009
20010726,20011019,1.11885696574424
20010822,20011116,1.11904092152898
20010919,20011221,1.11201251345542
20011022,20020118,1.11503870901834
20011121,20020215,1.11041793871263
20011219,20020315,1.11204858956796
20020122,20020419,1.11271469681967
20020219,20020517,1.11454874221617
20020320,20020621,1.11543484978436
20020422,20020719,1.11507374445169
20020522,20020816,1.11505904421876
20020619,20020920,1.1117882567284
20020724,20021018,1.11087613826663
20020821,20021115,1.11175837003708
20020918,20021220,1.10647679164635
20021021,20030117,1.10398706910975
20021120,20030221,1.10605313460971
20021218,20030321,1.10334883826612
20030122,20030417,1.10444262024995
20030224,20030516,1.10467231989015
20030318,20030620,1.10247252647617
20030421,20030718,1.10556470859972
20030521,20030815,1.10654475918511
20030618,20030919,1.10687685950342
20030721,20031017,1.10931311703412
20030820,20031121,1.10755906357463
20030917,20031219,1.1078183089653
20031022,20040116,1.1101107418606
20031124,20040220,1.11125161014203
20031217,20040319,1.11154674547325
20040121,20040416,1.11076118722811
20040223,20040521,1.10995775403672
20040317,20040618,1.1099480903788
20040421,20040716,1.11120847439937
20040524,20040820,1.11085644262908
20040616,20040917,1.11240685960565
20040721,20041015,1.11325745402202
20040825,20041119,1.11363114206828
20040915,20041217,1.11375760058611
20041020,20050121,1.11475843667936
20041117,20050318,1.11459369355603
20041222,20050318,1.1174139471612
20050124,20050415,1.11663114061521
20050216,20050617,1.11698667291562
20050316,20050617,1.116619700123
20050420,20050715,1.1163047667079
20050523,20050819,1.11782325746517
20050615,20050916,1.11829463023978
20050725,20051021,1.11886031751705
20050822,20051118,1.1186624262043
20050921,20051216,1.11845608357333
20051025,20060120,1.11918456666076
20051128,20060217,1.11968487012271
20051221,20060317,1.12051484181981
20060130,20060421,1.12074907987582
20060215,20060616,1.12145489146239
20060322,20060616,1.12171447888817
20060427,20060721,1.12182843765978
20060517,20060915,1.12174315452333
20060621,20060915,1.12204490862694
20060725,20061020,1.12177609115587
20060816,20061215,1.12252119312067
20060920,20061215,1.12168174965386
20061026,20070119,1.12213889498331
20061127,20070216,1.12156129810324
20061220,20070316,1.1220444938123
20070125,20070420,1.12245053219403
20070222,20070518,1.12253242229382
20070321,20070615,1.12282387607929
20070423,20070720,1.12222457069308
20070522,20070817,1.12197443790737
20070620,20070921,1.1219906384791
20070723,20071019,1.1205309743839
20070822,20071116,1.11659318854348
20070919,20071221,1.11950024031096
20071022,20080118,1.11647417733506
20071121,20080215,1.1157153893333
20071219,20080320,1.11755287348323
20080116,20080418,1.11391726483914
20080219,20080516,1.11777081663626
20080319,20080620,1.11384726430788
20080416,20080718,1.10949672759091
20080521,20080815,1.11151158422848
20080618,20080919,1.11084072418219
20080716,20081017,1.10838094679304
20080820,20081121,1.10980909511095
20080917,20081219,1.10594139505864
20081022,20090116,1.09495248529873
20081119,20090220,1.08227165495582
20081217,20090320,1.09177470833728
20090121,20090417,1.09818025567802
20090218,20090515,1.09774142131204
20090318,20090619,1.09197640623817
20090415,20090717,1.08972370634629
20090520,20090821,1.09678356834734
20090617,20090918,1.10007323922044
20090722,20091016,1.10166562009639
20090819,20091120,1.1014879704337
20090916,20091218,1.10285836987296
20091021,20100115,1.10451431650253
20091118,20100219,1.10349020028367
20091216,20100319,1.10406079032513
20100120,20100416,1.10622581441171
20100217,20100521,1.10439359108077
20100317,20100618,1.10517445810719
20100421,20100716,1.10729576824917
20100519,20100820,1.10703232334243
20100616,20100917,1.10685752816148
20100721,20101015,1.10535577712019
20100818,20101119,1.10423215038645
20100915,20101217,1.10469504987236
20101020,20110121,1.10435378084628
20101117,20110218,1.10421205301498
20101222,20110318,1.10715927604893
20110119,20110415,1.10709523582889
20110216,20110520,1.10714046208482
20110316,20110617,1.1059877986484
20110420,20110715,1.10795644112118
20110518,20110819,1.10640051661762
20110615,20110916,1.10540547402981
20110720,20111021,1.10600295173136
20110817,20111118,1.10582528758679
20110921,20111216,1.10469972632829
20111019,20120120,1.10468343966638
20111116,20120217,1.10433310729002
20111221,20120316,1.10464418523272
20120118,20120420,1.10556868803115
20120215,20120518,1.10596879007899
20120321,20120615,1.10707855071437
20120418,20120720,1.10585234625603
20120516,20120817,1.10558442005773
20120620,20120921,1.10564140076171
20120718,20121019,1.10404024371525
20120822,20121116,1.1052774703651
20120919,20121221,1.10430725350359
20121017,20130118,1.10477908491662
20121121,20130215,1.10547949485618
20121219,20130315,1.10508005040694
20130116,20130419,1.10466170828849
20130213,20130517,1.10522778983918
20130320,20130621,1.1062179750628
20130417,20130719,1.10593878343495
20130522,20130816,1.10643437519508
20130619,20130920,1.10662671625733
20130717,20131018,1.10616248837815
20130821,20131115,1.10691130865373
20130918,20131220,1.10603020410922
20131016,20140117,1.10703647225622
20131120,20140221,1.1068370026186
20131218,20140321,1.10807969927521
20140122,20140417,1.10908523153025
20140219,20140516,1.10876518005691
20140318,20140620,1.1081425777074
20140416,20140718,1.10765429753007
20140521,20140815,1.10833661565247
20140618,20140919,1.10762596589152
20140716,20141017,1.10856741975452
20140820,20141121,1.10829128013095
20140917,20141219,1.10825593031025
20141022,20150116,1.10816327962825
20141119,20150220,1.10828593864825
20141217,20150320,1.10870265175338
20150121,20150417,1.1099300962181
20150218,20150515,1.11034011069664
20150318,20150619,1.10914254773308
20150415,20150717,1.10860944630216
20150520,20150821,1.10882504114061
20150617,20150918,1.10853049883434
20150722,20151016,1.10953083638576
20150819,20151120,1.10874463946598
20150916,20151218,1.10740227078104
20151021,20160115,1.10771967089627
20151118,20160219,1.10803464790908
20151216,20160318,1.10972263346612
20160120,20160415,1.10717728327967
20160217,20160520,1.10771956858859
20160316,20160617,1.1071797240433
20160420,20160715,1.10857594715219
20160518,20160819,1.10757870806386
20160615,20160916,1.10812641275524
20160720,20161021,1.10804913007372
20160817,20161118,1.10830027211313
20160921,20161216,1.10959215502697
20161019,20170120,1.10857830051908
20161116,20170217,1.10929427236419
20161221,20170317,1.11078793849514
20170118,20170421,1.11076121029176
20170215,20170519,1.11040599440403
20170322,20170616,1.11226583418241
20170419,20170721,1.11197275206878
20170517,20170818,1.11236605323506
20170621,20170915,1.11303961914748
20170719,20171020,1.11269992330451
20170816,20171117,1.11267797601074
20170920,20171215,1.11323365946584
20171018,20180119,1.11406814083356
20171115,20180216,1.11400666195447
20171220,20180316,1.1166695602216
20180117,20180420,1.11635767862003
20180214,20180518,1.1159486851706
20180321,20180615,1.11616500885981
20180418,20180720,1.11618269955417
20180516,20180817,1.1164000379682
20180620,20180921,1.11601600188115
20180718,20181019,1.11652749657993
20180822,20181116,1.11623260140736
20180919,20181221,1.11670881647354
20181017,20190118,1.11621886007692
20181121,20190215,1.11503350421625
20181219,20190315,1.11350231963652
20190116,20190418,1.11587136033517
20190213,20190517,1.11488886933729
20190319,20190621,1.11605722231167
20190417,20190719,1.11642159792606
20190522,20190816,1.11474603494893
20190619,20190920,1.11340058390952
20190717,20191018,1.11332373887532
20190821,20191115,1.11257112400624
20190918,20191220,1.11322912944945
20191016,20200117,1.11295349351021
20191120,20200221,1.11267587007777
20191218,20200320,1.11333180171858
20200122,20200417,1.11381544832726
20200219,20200515,1.11343328765336
20200318,20200619,1.10927662440746
20200415,20200717,1.11245482228348
20200520,20200821,1.1126229483585
20200617,20200918,1.11186724064454
20200722,20201016,1.10994216866341
20200819,20201120,1.10966107957305
20200916,20201218,1.10742085957352
20201021,20210115,1.10848700962892
20201118,20210219,1.10911785137374
20201216,20210319,1.1107423526734
20210120,20210416,1.11165989574906
20210217,20210521,1.11120577439763
20210317,20210618,1.11061408584005
20210421,20210716,1.11126527511796
20210519,20210820,1.11246207494615
