date_TTM_90,exdate_TTM_90,kappa_TTM_90
20210616,20210917,1.11224645678914
20210721,20211015,1.11314835724899
20210818,20211119,1.11296102392502
20210915,20211217,1.11307614823135
20211020,20220121,1.11269326434046
20211117,20220218,1.11396155582725
20211222,20220318,1.11504129596893
20220119,20220414,1.11428908965825
20220216,20220520,1.11482536138617
20220315,20220617,1.11455804782778
20220420,20220715,1.11643621594469
20220518,20220819,1.11540303090199
20220615,20220916,1.1129015104768
20220720,20221021,1.11355647277538
20220817,20221118,1.11803986896861
20220921,20221216,1.11530217476289
20221019,20230120,1.11292570251767
20221116,20230217,1.11691095114961
20221221,20230317,1.11912703201017
20230118,20230421,1.12074125805154
20230215,20230519,1.12178223429042
20230322,20230616,1.12164902835212
20230419,20230721,1.12439489647769
20230517,20230818,1.12525927916695
20230621,20230915,1.12523264287847
20230719,20231020,1.127151626133
20230816,20231117,1.12691813102283
20230920,20231215,1.12619432668073
20231018,20240119,1.12697586866356
20231115,20240216,1.12693239674673
20231220,20240315,1.1257904096633
20240117,20240419,1.12642411291982
20240214,20240517,1.12617636360492
20240320,20240621,1.12692134706818
20240417,20240719,1.12662636126893
20240522,20240816,1.12790940721366
20240618,20240920,1.1289145601323
20240717,20241018,1.12846353601766
20240821,20241115,1.12797933386355
20240918,20241220,1.12778422757867
20241016,20250117,1.12762454356678
20241120,20250221,1.12753536512218
20241218,20250321,1.12884857376466
