date_TTM_60,exdate_TTM_60,kappa_TTM_60
19960117,19960315,0.904123512707794
19960214,19960419,0.903457900015695
19960320,19960517,0.902108543779501
19960417,19960621,0.903946476125278
19960522,19960719,0.904056625881741
19960619,19960816,0.903794584800847
19960717,19960920,0.904579333882624
19960821,19961018,0.905751958153022
19960918,19961115,0.90474979755394
19961016,19961220,0.904204343876834
19961120,19970117,0.903522684683518
19961218,19970221,0.902041872241243
19970122,19970321,0.903906692641344
19970219,19970418,0.902157406517123
19970319,19970516,0.901784194153621
19970416,19970620,0.905617518076897
19970521,19970718,0.904993463266821
19970618,19970815,0.903412721568825
19970716,19970919,0.903859843132078
19970820,19971017,0.90426825826603
19970917,19971121,0.895904618906213
19971022,19971219,0.90417827511447
19971119,19980116,0.901736723813533
19971217,19980220,0.904421593945266
19980121,19980320,0.90449665488655
19980218,19980417,0.902929043969393
19980318,19980515,0.905132580341318
19980415,19980619,0.904914410191735
19980520,19980717,0.906390109789778
19980617,19980821,0.905739202724601
19980722,19980918,0.906441808506012
19980819,19981016,0.897443764526039
19980916,19981120,0.899321075949168
19981021,19981218,0.904307845869896
19981118,19990115,0.904973772830863
19981216,19990219,0.903515750884096
19990120,19990319,0.903312617102049
19990217,19990416,0.901928034380503
19990317,19990521,0.901315191935381
19990421,19990618,0.904037267343316
19990519,19990716,0.903716849904509
19990616,19990820,0.905242684581758
19990721,19990917,0.906285519825821
19990818,19991015,0.905254805319535
19990915,19991119,0.906460427312789
19991020,19991217,0.907165021081581
19991117,20000121,0.908045467952661
19991222,20000218,0.907660414011595
20000119,20000317,0.908286614525093
20000216,20000420,0.906888389398681
20000321,20000519,0.907308171012379
20000419,20000616,0.906003485253578
20000517,20000721,0.905934847506968
20000621,20000818,0.908147545377828
20000719,20000915,0.909124777493368
20000816,20001020,0.909730773419558
20000920,20001117,0.909207982794057
20001018,20001215,0.906870032406929
20001115,20010119,0.90806563022534
20001220,20010216,0.906273904419093
20010117,20010316,0.905758098382482
20010214,20010420,0.905187890591158
20010321,20010518,0.902773257257398
20010418,20010615,0.907125986420368
20010516,20010720,0.903236610310473
20010620,20010817,0.902092901407439
20010718,20010921,0.903345617712385
20010822,20011019,0.90382023880036
20010919,20011116,0.897581286600888
20011017,20011221,0.900233288821827
20011121,20020118,0.899243813043147
20011219,20020215,0.899275644843514
20020116,20020315,0.899939850234725
20020213,20020419,0.900828378455021
20020320,20020517,0.902570095094852
20020417,20020621,0.901194573512299
20020522,20020719,0.901640395070409
20020619,20020816,0.89891076366169
20020717,20020920,0.894633690915257
20020821,20021018,0.898312471452959
20020918,20021115,0.89353678166931
20021016,20021220,0.889955698937607
20021120,20030117,0.896043334552113
20021218,20030221,0.892588978948147
20030122,20030321,0.893511841145521
20030219,20030417,0.89360370012079
20030318,20030516,0.892234904103369
20030416,20030620,0.894437141661176
20030521,20030718,0.896089165986803
20030618,20030815,0.896824500646485
20030716,20030919,0.896266265329429
20030820,20031017,0.897771369865028
20030917,20031121,0.896484833142597
20031022,20031219,0.898434171545106
20031119,20040116,0.8993580961775
20031217,20040220,0.899504349906548
20040121,20040319,0.899337095130411
20040218,20040416,0.898850919442364
20040317,20040521,0.897902692681677
20040421,20040618,0.899470105794809
20040519,20040716,0.899138821944869
20040616,20040820,0.899994114646653
20040721,20040917,0.900456596639508
20040818,20041015,0.900731421445124
20040915,20041119,0.900982898958147
20041020,20041217,0.90221259719661
20041117,20050121,0.902050687869202
20041222,20050218,0.903875281666264
20050119,20050318,0.902991800082538
20050216,20050415,0.903734591030607
20050316,20050520,0.903012883314822
20050420,20050617,0.90231620304101
20050518,20050715,0.90319830269894
20050615,20050819,0.903325202495321
20050720,20050916,0.904864548826925
20050817,20051021,0.903830936268915
20050921,20051118,0.904046400742319
20051019,20051216,0.904198708320817
20051116,20060120,0.90535616135227
20051221,20060217,0.905555347705563
20060118,20060317,0.905420228275907
20060215,20060421,0.906197705163258
20060322,20060519,0.905956359093157
20060419,20060616,0.906683616361218
20060517,20060721,0.905695144449978
20060621,20060818,0.905811079309217
20060719,20060915,0.905937569064686
20060816,20061020,0.906344692589427
20060920,20061117,0.905918554411184
20061018,20061215,0.906393946714958
20061115,20070119,0.906713044293005
20061220,20070216,0.906221804649086
20070117,20070316,0.906912572223404
20070214,20070420,0.906997452207149
20070321,20070518,0.907160856560865
20070418,20070615,0.906616586205164
20070516,20070720,0.90599615188947
20070620,20070817,0.905843989938331
20070718,20070921,0.905552910969239
20070822,20071019,0.904176608804432
20070919,20071116,0.904446847873377
20071017,20071221,0.90355028187655
20071121,20080118,0.901237561472939
20071219,20080215,0.902982799559545
20080116,20080320,0.900492812296541
20080219,20080418,0.902727785210797
20080319,20080516,0.899872130702204
20080416,20080620,0.897776050130731
20080521,20080718,0.899376715720958
20080618,20080815,0.898812353857678
20080716,20080919,0.896435120749528
20080820,20081017,0.898652898112304
20080917,20081121,0.893303927914256
20081022,20081219,0.882308139983643
20081119,20090116,0.870583344710021
20081217,20090220,0.881642089934451
20090121,20090320,0.887445872336883
20090218,20090417,0.88669001360333
20090318,20090515,0.88612330872894
20090415,20090619,0.881581747598526
20090520,20090717,0.890118399935494
20090617,20090821,0.890131035646618
20090722,20090918,0.892687370427199
20090819,20091016,0.893088787792919
20090916,20091120,0.892855231585719
20091021,20091218,0.894651889275347
20091118,20100115,0.894837321101723
20091216,20100219,0.894196863415006
20100120,20100319,0.895947122665725
20100217,20100416,0.895262517675872
20100317,20100521,0.894900250189062
20100421,20100618,0.897244581345972
20100519,20100716,0.89603171751491
20100616,20100820,0.894749806273705
20100721,20100917,0.894265450501317
20100818,20101015,0.894743846311222
20100915,20101119,0.894200684143369
20101020,20101217,0.895499797061231
20101117,20110121,0.894156712759439
20101222,20110218,0.896919579344657
20110119,20110318,0.896743523010008
20110216,20110415,0.897584180078081
20110316,20110520,0.894364355833071
20110420,20110617,0.897715569161913
20110518,20110715,0.89712883128344
20110615,20110819,0.894869380487439
20110720,20110916,0.896661551688813
20110817,20111021,0.894132493958863
20110921,20111118,0.892985180304438
20111019,20111216,0.893815802209325
20111116,20120120,0.892381470350201
20111221,20120217,0.894522589192748
20120118,20120316,0.895984220119512
20120215,20120420,0.894957380592491
20120321,20120518,0.896517638315865
20120418,20120615,0.895943494992462
20120516,20120720,0.894084785431456
20120620,20120817,0.895893607724105
20120718,20120921,0.894072110061716
20120822,20121019,0.895603263573588
20120919,20121116,0.896429839046082
20121017,20121221,0.894997911938194
20121121,20130118,0.895981978937457
20121219,20130215,0.895471674344313
20130116,20130315,0.896302602388759
20130213,20130419,0.895489235821071
20130320,20130517,0.89726397274277
20130417,20130621,0.895967720512921
20130522,20130719,0.897050976041398
20130619,20130816,0.897151535677511
20130717,20130920,0.896072977364995
20130821,20131018,0.896995973576621
20130918,20131115,0.896953150662615
20131016,20131220,0.896513500416305
20131120,20140117,0.89758769294355
20131218,20140221,0.897664587320945
20140122,20140321,0.898965494409145
20140219,20140417,0.898504362655442
20140318,20140516,0.898553532342661
20140416,20140620,0.897140269340948
20140521,20140718,0.898172641115146
20140618,20140815,0.898944184739369
20140716,20140919,0.898134468083659
20140820,20141017,0.898983186027663
20140917,20141121,0.897624062121405
20141022,20141219,0.897715387124607
20141119,20150116,0.898354980490572
20141217,20150220,0.897458005067929
20150121,20150320,0.898782346115229
20150218,20150417,0.899103762334214
20150318,20150515,0.899206620880887
20150415,20150619,0.897660525957279
20150520,20150717,0.898749601212219
20150617,20150821,0.897644884916487
20150722,20150918,0.898864480734075
20150819,20151016,0.898810323277049
20150916,20151120,0.896390110865438
20151021,20151218,0.897323463625433
20151118,20160115,0.898064417224485
20151216,20160219,0.898130773077364
20160120,20160318,0.895780621118263
20160217,20160415,0.897166372637631
20160316,20160520,0.896599003405155
20160420,20160617,0.89770307608779
20160518,20160715,0.897657434866566
20160615,20160819,0.896988983258826
20160720,20160916,0.898060969978854
20160817,20161021,0.897620264158795
20160921,20161118,0.898770378560557
20161019,20161216,0.89852610869672
20161116,20170120,0.89818948259783
20161221,20170217,0.899940223943004
20170118,20170317,0.900065674407315
20170215,20170421,0.899828505670741
20170322,20170519,0.900741002493985
20170419,20170616,0.900686920245894
20170517,20170721,0.900518123214807
20170621,20170818,0.901617867617954
20170719,20170915,0.901999315907503
20170816,20171020,0.900831572753943
20170920,20171117,0.901904747468527
20171018,20171215,0.902860047080331
20171115,20180119,0.90141639310613
20171220,20180216,0.904002109680453
20180117,20180316,0.903635031291649
20180214,20180420,0.902168076410948
20180321,20180518,0.902395396137769
20180418,20180615,0.902974056800104
20180516,20180720,0.903087921036525
20180620,20180817,0.903484075227997
20180718,20180921,0.903499180416541
20180822,20181019,0.903563783646951
20180919,20181116,0.904066236077438
20181017,20181221,0.902170590050067
20181121,20190118,0.901548117203483
20181219,20190215,0.900524683028039
20190116,20190315,0.902455634864108
20190213,20190418,0.901969645434688
20190319,20190517,0.903336270455025
20190417,20190621,0.903101845362841
20190522,20190719,0.901670020065049
20190619,20190816,0.901433936399565
20190717,20190920,0.900805921746437
20190821,20191018,0.900432005606702
20190918,20191115,0.901166102402078
20191016,20191220,0.900619232967459
20191120,20200117,0.900742847425748
20191218,20200221,0.90098265875092
20200122,20200320,0.901422354750032
20200219,20200417,0.901218597434869
20200318,20200515,0.886463642258009
20200415,20200619,0.898093922938027
20200520,20200717,0.89892036093541
20200617,20200821,0.897375100014526
20200722,20200918,0.898121562140711
20200819,20201016,0.898536508175478
20200916,20201120,0.895123415329219
20201021,20201218,0.896091615969054
20201118,20210115,0.897470714182052
20201216,20210219,0.89821708759752
20210120,20210319,0.899001810946897
20210217,20210416,0.899162664237447
20210317,20210521,0.898110191475157
20210421,20210618,0.899250003343373
20210519,20210716,0.899623544538233
20210616,20210820,0.899782996959594
20210721,20210917,0.900484509467936
20210818,20211015,0.900082003332655
20210915,20211119,0.900345587361318
20211020,20211217,0.900470143079918
20211117,20220121,0.900353636144706
20211222,20220218,0.901273673768292
20220119,20220318,0.900366843977468
20220216,20220414,0.900684758200986
20220315,20220520,0.899487941179731
20220420,20220617,0.901958042213189
20220518,20220715,0.89978287592405
20220615,20220819,0.897922025207222
20220720,20220916,0.899794850404906
20220817,20221021,0.903029189371263
20220921,20221118,0.900230761691293
20221019,20221216,0.897795628778132
20221116,20230120,0.901693512405373
20221221,20230217,0.90402966875645
20230118,20230317,0.904630044959106
20230215,20230421,0.905605492636198
20230322,20230519,0.904959325596066
20230419,20230616,0.907042398845986
20230517,20230721,0.907831763187254
20230621,20230818,0.908305366694581
20230719,20230915,0.909234920517949
20230816,20231020,0.908943405205341
20230920,20231117,0.908941242501907
20231018,20231215,0.908285927242846
20231115,20240119,0.909663536762708
20231220,20240216,0.908800468523767
20240117,20240315,0.908997203147837
20240214,20240419,0.909350126124304
20240320,20240517,0.909483695734641
20240417,20240621,0.908911566431898
20240522,20240719,0.910440291855578
20240618,20240816,0.910699075931947
20240717,20240920,0.91076144423799
20240821,20241018,0.91052964730259
20240918,20241115,0.909243796338241
20241016,20241220,0.909807333607009
20241120,20250117,0.909782583291024
20241218,20250221,0.910809879725919
