date_TTM_30,exdate_TTM_30,kappa_TTM_30,date_TTM_60,exdate_TTM_60,kappa_TTM_60,date_TTM_90,exdate_TTM_90,kappa_TTM_90,date_TTM_180,exdate_TTM_180,kappa_TTM_180
19960117,19960216,0.835186421614709,19960117,19960315,0.904123512707794,19960126,19960419,1.11954352357945,19960117,19960621,1.07185628812987
19960214,19960315,0.833637590322583,19960214,19960419,0.903457900015695,19960223,19960517,1.11347683508552,19960214,19960920,1.0675194468838
19960320,19960419,0.832268753473211,19960320,19960517,0.902108543779501,19960320,19960621,1.11662980193673,19960320,19960920,1.0689848861303
19960417,19960517,0.833218599313591,19960417,19960621,0.903946476125278,19960424,19960719,1.11864079447236,19960417,19960920,1.07301852006023
19960522,19960621,0.834436204965587,19960522,19960719,0.904056625881741,19960524,19960816,1.11692213287362,19960522,19961220,1.07510443691741
19960619,19960719,0.834230467694553,19960619,19960816,0.903794584800847,19960619,19960920,1.12036197726377,19960619,19961220,1.07632332783587
19960717,19960816,0.83397687533981,19960717,19960920,0.904579333882624,19960724,19961018,1.13073360046057,19960717,19961220,1.07685370137122
19960821,19960920,0.834920519793669,19960821,19961018,0.905751958153022,19960821,19961220,1.12211702378879,19960821,19970321,1.07779220525339
19960918,19961018,0.834017763422395,19960918,19961115,0.90474979755394,19960918,19961220,1.12123474091854,19960918,19970321,1.07680441756698
19961016,19961115,0.83398923643502,19961016,19961220,0.904204343876834,19961025,19970117,1.10586720636293,19961016,19970321,1.0733354213176
19961120,19961220,0.833704421421225,19961120,19970117,0.903522684683518,19961122,19970221,1.11249879150457,19961120,19970620,1.07098724889169
19961218,19970117,0.833009015785824,19961218,19970221,0.902041872241243,19961218,19970321,1.11762863280544,19961218,19970620,1.07041165476253
19970122,19970221,0.834386558281003,19970122,19970321,0.903906692641344,19970122,19970418,1.11240091445129,19970122,19970620,1.07353561410607
19970219,19970321,0.833381568777058,19970219,19970418,0.902157406517123,19970219,19970620,1.11794239677611,19970219,19970919,1.07083611462775
19970319,19970418,0.833103632294339,19970319,19970516,0.901784194153621,19970319,19970620,1.11716442582873,19970319,19970919,1.0702306399651
