Target_Date,Target_ExDate,Target_TTM_Calendar,Final_TTM_AfterAM,Option_File,N_Loaded,N_SecID,N_TargetDate,N_TargetDateExDate,N_AfterBidFilter,N_AfterAskBidFilter,N_AfterNoArb,N_AfterOTM,N_AfterDropNaNIV,N_FinalObs,N_UniqueK,S0,S0_ADJ,RF,DY,DY_Date_Used,Mass_K,Mass_R,Neg_Ratio,Min_RND,Max_RND,EQ_R,GEV_R_Success,GEV_L_Success,Status,ElapsedSeconds
19960118,19960216,29,28,OP1996_1.txt,4904,4904,242,42,32,32,32,26,26,18,18,608.24,606.971354365545,0.0567143908695652,0.02721783,19960118,1,1,0,0,0.0251658725018588,1.00128649197383,1,1,Success,8.8152602
19960215,19960315,29,28,OP1996_2.txt,5473,5473,269,53,41,41,41,33,33,25,25,651.32,650.075378997833,0.0538179254545455,0.02493405,19960215,1,1,0,0,0.0183016486042386,1.00156016085041,1,1,Success,8.5888341
19960321,19960419,29,28,OP1996_3.txt,6135,6135,280,51,44,44,44,30,30,22,22,649.19,647.968724923799,0.0550884,0.02454626,19960321,1,1,0,0,0.0178556185682394,1.00163634754757,1,1,Success,8.7589709
19960418,19960517,29,28,OP1996_4.txt,5588,5588,253,44,37,37,37,28,28,20,20,643.61,642.407747175249,0.054888492,0.02437327,19960418,1,1,0,0,0.0207845528959064,1.00224207964442,1,1,Success,8.5366523
19960523,19960621,29,28,OP1996_5.txt,6102,6102,273,64,49,49,47,34,34,26,26,676,674.858385926792,0.0547975628571429,0.02203304,19960523,1,1,0,0,0.0182416075291231,1.00165877361736,1,1,Success,8.6766491
19960620,19960719,29,28,OP1996_6.txt,5516,5516,273,52,44,44,44,30,30,22,22,662.1,661.030571429734,0.055369998,0.0210724,19960620,1,1,0,0,0.0175707769576012,1.00213849989013,1,1,Success,8.7217369
19960718,19960816,29,28,OP1996_7.txt,6470,6470,294,50,40,40,38,25,25,17,17,643.56,642.565480097642,0.0549687560869565,0.02016021,19960718,1,1,0,0,0.0190345363311238,1.00153685729157,1,1,Success,8.7686869
19960822,19960920,29,28,OP1996_8.txt,6240,6240,268,55,40,40,40,30,30,22,22,670.68,669.593177418782,0.0546218939285714,0.02114123,19960822,1,1,0,0,0.0215758937423315,1.0018097257231,1,1,Success,8.9534102
19960919,19961018,29,28,OP1996_9.txt,6095,6095,310,59,49,49,49,33,33,25,25,683,681.864962853251,0.0552292685714286,0.0216813,19960919,1,1,0,0,0.0186718027760791,1.00167402555267,1,1,Success,8.7124196
19961017,19961115,29,28,OP1996_10.txt,6992,6992,301,52,45,45,45,33,33,25,25,706.99,705.694170718066,0.0543167934782609,0.02391485,19961017,1,1,0,0,0.0178842194393168,1.00179586377249,1,1,Success,8.7587454
19961121,19961220,29,28,OP1996_11.txt,6360,6360,316,72,56,56,55,36,36,28,28,742.75,741.371426189295,0.0544080560714286,0.02421729,19961121,1,1,0,0,0.0169233244323706,1.00175304458251,1,1,Success,8.8955645
19961219,19970117,29,28,OP1996_12.txt,6958,6958,339,56,53,53,50,34,34,26,26,745.76,744.372629766787,0.0562672165714286,0.0242735,19961219,1,1,0,0,0.0134606138422988,1.00216563931767,1,1,Success,8.7470741
19970123,19970221,29,28,OP1997_1.txt,7820,7820,353,56,51,51,51,36,36,28,28,777.56,776.243085791,0.0548404935714286,0.02209665,19970123,1,1,0,0,0.0135467556801509,1.00199702347176,1,1,Success,9.2682966
19970220,19970321,29,28,OP1997_2.txt,7762,7762,414,83,64,64,64,44,44,36,36,802.8,801.489083641025,0.0544080460714286,0.02130381,19970220,1,1,0,0,0.0112770598084348,1.00237593232927,1,1,Success,8.7531417
19970320,19970418,29,28,OP1997_3.txt,8391,8391,428,62,56,56,56,36,36,28,28,782.65,781.367028292408,0.05617999,0.02138654,19970320,0.999999999999999,0.999999999999999,0,0,0.0115525053751132,1.00239765538018,1,1,Success,8.8131593
19970417,19970516,29,28,OP1997_4.txt,9046,9046,419,59,50,50,50,31,31,23,23,761.77,760.655552327573,0.0573768439130435,0.01908484,19970417,1,1,0,0,0.0131819318642677,1.00239244125189,1,1,Success,9.0107213
19970522,19970620,29,28,OP1997_5.txt,8782,8782,428,97,77,77,76,37,37,29,29,835.66,834.735157396011,0.0574673792857143,0.01443489,19970522,1,1,0,0,0.0103409168719329,1.00333034350023,1,1,Success,8.8259918
19970619,19970718,29,28,OP1997_6.txt,9370,9370,470,68,58,58,58,39,39,31,31,897.99,897.002515703279,0.0573724625714286,0.01434275,19970619,1,1,0,0,0.00895705511895678,1.00309568841811,1,1,Success,8.9134911
19970717,19970815,29,28,OP1997_7.txt,9998,9998,457,67,60,60,60,42,42,34,34,931.61,930.361452118126,0.0571858008695652,0.01748224,19970717,1,1,0,0,0.00838818456010111,1.00257967876662,1,1,Success,8.8185423
19970821,19970919,29,28,OP1997_8.txt,9636,9636,437,100,84,84,84,54,54,46,46,925.05,923.638743095235,0.0569296214285714,0.01990248,19970821,1,1,0,0,0.00852275236526734,1.0026784368166,1,1,Success,8.9694426
19970918,19971017,29,28,OP1997_9.txt,9458,9458,485,70,65,65,65,38,38,32,32,947.29,945.910838703562,0.0571434525714286,0.01899255,19970918,1,1,0,0,0.00795906912491727,1.00271614489521,1,1,Success,9.0354916
19971023,19971121,29,28,OP1997_10.txt,9770,9770,415,63,59,59,59,40,40,32,32,950.69,949.297363960566,0.0572570982142857,0.01910961,19971023,1,1,0,0,0.00868042568505713,1.00285461299734,1,1,Success,8.9992228
19971120,19971219,29,28,OP1997_11.txt,8541,8541,468,124,110,110,109,58,58,50,50,958.98,957.658433900329,0.0575747754285714,0.01797685,19971120,1,1,0,0,0.00805081492170946,1.00249146362509,1,1,Success,8.7503785
19971218,19980116,29,28,OP1997_12.txt,9256,9256,451,77,73,73,73,44,44,36,36,955.3,953.967973207941,0.0593639073913044,0.01818909,19971218,1,1,0,0,0.00853442779316643,1.00335256289369,1,1,Success,8.7790263
19980122,19980220,29,28,OP1998_1.txt,8303,8303,418,77,73,73,73,48,48,40,40,963.04,961.556984317686,0.05654307,0.02008958,19980122,1,1,0,0,0.00997112656871419,1.00316759447717,1,1,Success,9.0577253
19980219,19980320,29,28,OP1998_2.txt,8393,8393,448,88,70,70,70,42,42,36,36,1028.28,1026.5365167521,0.0568369792857143,0.02212125,19980219,1,1,0,0,0.0095516632683893,1.00237737511098,1,1,Success,8.9155837
19980319,19980417,29,28,OP1998_3.txt,10301,10301,494,80,73,73,72,41,41,35,35,1089.74,1088.25040075334,0.0572021537142857,0.01783111,19980319,1,1,0,0,0.0105001020905485,1.0025381951229,1,1,Success,8.8210599
19980416,19980515,29,28,OP1998_4.txt,10157,10157,491,70,62,62,62,39,39,33,33,1108.17,1106.71313552343,0.0571383191304348,0.01714878,19980416,1,1,0,0,0.00837122462700306,1.00283884741385,1,1,Success,9.1140654
19980521,19980619,29,28,OP1998_5.txt,9175,9175,438,88,69,69,67,46,46,38,38,1114.64,1113.3346776414,0.0569768967857143,0.01527469,19980521,1,1,0,0,0.00944986947883206,1.00295006728527,1,1,Success,9.0079507
