Simulation,LL_Null,LL_Alternative,TestStatistic,PIT_Sup_Null,PIT_Sup_Alternative,PIT_Pairwise_Delta,KS_Null,KS_Alternative,ExitFlag_Null,ExitFlag_Alternative
1,602.643510907583,603.349970713367,1.41291961156981,0.0119718309859155,0.0176056338028169,0.0140845070422535,0.030933043517244,0.0219970787206859,2,2
2,636.140375412414,636.186041102265,0.0913313797025239,0.021830985915493,0.021830985915493,0.00845070422535212,0.0273273260160634,0.026003204907826,2,2
3,637.494171600624,639.289449119712,3.59055503817535,0.0246478873239437,0.026056338028169,0.0253521126760563,0.0435995186743003,0.0302874490470755,1,2
4,585.418218017938,589.883915282361,8.93139452884725,0.0176056338028169,0.0190140845070423,0.0225352112676056,0.0532596498164797,0.0279657780363808,2,2
5,617.188130590511,618.265557415905,2.15485365078894,0.0147887323943662,0.0133802816901408,0.0197183098591549,0.0263965404635973,0.0196286670633897,2,2
6,623.992761392218,624.255680047085,0.52583730973538,0.026056338028169,0.0204225352112676,0.0112676056338028,0.0379424984627573,0.0420128631973434,2,2
7,623.704369802248,624.520107473043,1.63147534158907,0.0232394366197183,0.026056338028169,0.0197183098591549,0.0299082550777343,0.0316931983277767,1,2
8,638.787223252441,639.033876036366,0.493305567848438,0.0161971830985916,0.0232394366197183,0.0140845070422535,0.0351127291627086,0.0398785602322891,2,2
9,622.433649681389,625.275564328539,5.68382929430004,0.0232394366197183,0.0176056338028169,0.0225352112676056,0.0529884659711293,0.0251237542059799,2,2
10,623.257630882111,623.805784861307,1.09630795839212,0.0204225352112676,0.026056338028169,0.0169014084507042,0.0262099738541096,0.0235757082344968,2,2
11,664.390477714213,669.190298178797,9.59964092916721,0.0274647887323944,0.026056338028169,0.00845070422535212,0.0653736454687739,0.0471418259656242,1,2
12,638.307945438241,640.723181818874,4.83047276126581,0.0274647887323944,0.0246478873239437,0.0394366197183099,0.0590715195926416,0.0299648339744252,2,2
13,632.233619812574,635.401632630508,6.33602563586805,0.0232394366197183,0.026056338028169,0.0112676056338028,0.0281147563254182,0.0311262923011922,2,2
14,627.493892336622,627.581427148511,0.175069623778882,0.021830985915493,0.0190140845070423,0.00281690140845071,0.0303180912482524,0.0294644002434722,2,2
15,638.373260047246,638.41056572487,0.0746113552477254,0.0373239436619718,0.0373239436619718,0.00563380281690141,0.0419203508099705,0.0413880240023662,1,2
16,601.369380961675,603.320140510198,3.90151909704673,0.0204225352112676,0.0316901408450704,0.0140845070422535,0.0405712104707776,0.0390591843424035,2,2
17,641.53650895261,642.087537543342,1.10205718146472,0.0232394366197183,0.0232394366197183,0.0112676056338028,0.0293017733573176,0.0225683315442461,2,2
18,611.960409808091,613.220662150468,2.52050468475431,0.0246478873239437,0.0316901408450704,0.0197183098591549,0.051245744859833,0.0344135413506627,2,2
19,625.846787986886,626.829088479372,1.96460098497209,0.0204225352112676,0.0190140845070423,0.0140845070422535,0.0339559846773212,0.036085142553787,2,2
20,631.085115945409,631.349059524615,0.527887158411431,0.0345070422535211,0.0345070422535211,0.0112676056338028,0.0344846947211855,0.0409084959092679,2,1
21,636.037368210159,637.362272103015,2.64980778571203,0.0316901408450704,0.0288732394366197,0.0112676056338028,0.0373264605352063,0.0314358466096072,2,2
22,617.383637126618,619.501687089533,4.23609992582942,0.026056338028169,0.0246478873239437,0.0169014084507042,0.0471092456852966,0.0261884258050203,2,2
23,613.752142253361,616.777388261491,6.0504920162607,0.0190140845070423,0.0204225352112676,0.0197183098591549,0.057945585460316,0.0281643924502546,2,2
24,627.813087068477,628.193147394073,0.76012065119221,0.0161971830985916,0.0190140845070423,0.00845070422535211,0.0224401699135117,0.0254925014613937,1,2
25,597.217153116824,600.009561926987,5.58481762032511,0.0246478873239437,0.0204225352112676,0.0169014084507042,0.0421645071363941,0.0270919238347632,1,2
26,607.708070503646,610.948041356186,6.47994170508036,0.0176056338028169,0.0204225352112676,0.0169014084507042,0.0310399205115064,0.0392505083986963,2,2
27,639.490626898048,640.776755689766,2.5722575834352,0.026056338028169,0.021830985915493,0.0338028169014085,0.0501866959137109,0.0403248403313041,2,2
28,579.498811439989,582.426341770355,5.85506066073117,0.0288732394366197,0.0204225352112676,0.028169014084507,0.0453274050728615,0.0261587499032101,1,2
29,619.741565177566,620.150855149715,0.818579944297653,0.026056338028169,0.026056338028169,0.0140845070422535,0.0335004170035872,0.0365222572789778,2,2
30,637.658926407458,639.507227933074,3.69660305123193,0.021830985915493,0.0204225352112676,0.0140845070422535,0.0261999815277699,0.0471836885967604,1,2
31,585.136183973811,586.919452349693,3.56653675176381,0.026056338028169,0.0274647887323944,0.0253521126760563,0.0470276894776926,0.0402652924836197,2,2
32,618.823732527268,619.867878509158,2.08829196377928,0.0316901408450704,0.0232394366197183,0.0112676056338028,0.0592774393729355,0.0565067844894316,1,2
33,620.667720188444,620.679733493674,0.0240266104592592,0.0246478873239437,0.026056338028169,0.00563380281690141,0.0387378417843294,0.038172412100224,2,1
34,618.168896459491,621.22091665304,6.10404038709748,0.0288732394366197,0.0316901408450704,0.028169014084507,0.0484972282518771,0.0340520544025301,2,2
35,623.315692409289,624.618855836577,2.60632685457722,0.0288732394366197,0.0373239436619718,0.0225352112676056,0.0475283835176422,0.0334363370933074,2,2
36,645.000930725115,645.260973470428,0.520085490627025,0.0288732394366197,0.0316901408450704,0.00845070422535212,0.0422379685053298,0.046194169043671,1,1
37,605.303934582987,609.693485817677,8.77910246937927,0.0147887323943662,0.0176056338028169,0.0140845070422535,0.0253156946845345,0.0447659109733382,2,2
38,633.046566154454,633.723018275793,1.35290424267669,0.0204225352112676,0.0246478873239437,0.0112676056338028,0.0354005525774079,0.0266579957695758,2,2
39,625.501145661098,627.656570349306,4.31084937641435,0.026056338028169,0.0147887323943662,0.0169014084507042,0.0440016786483508,0.0292965391081917,2,2
40,616.100925386446,617.492678739545,2.78350670619898,0.021830985915493,0.026056338028169,0.0112676056338028,0.039118557583588,0.0306905781788967,2,2
41,647.168204382082,647.504978900748,0.67354903733235,0.0345070422535211,0.0316901408450704,0.0112676056338028,0.0290752512000569,0.0299186193546296,1,2
42,624.150776072458,625.265588110287,2.22962407565683,0.0232394366197183,0.0204225352112676,0.0197183098591549,0.0712360936275672,0.0551673206647867,2,2
43,647.689768656435,647.88214975856,0.384762204251047,0.021830985915493,0.026056338028169,0.00845070422535212,0.0605381090096936,0.0519795166132743,2,2
44,606.475537971201,608.653093497702,4.35511105300202,0.026056338028169,0.0316901408450704,0.0253521126760563,0.0482993136296554,0.0339256861193679,1,2
45,626.390130048783,627.169615776763,1.55897145596123,0.0161971830985916,0.021830985915493,0.0169014084507042,0.0396211490320739,0.0376426766823762,2,2
46,576.496755895611,579.511516894677,6.02952199813217,0.026056338028169,0.021830985915493,0.0253521126760563,0.0477745064483221,0.0371404132456408,1,2
47,600.877018506113,601.968904230287,2.18377144834744,0.0387323943661972,0.0274647887323944,0.0225352112676056,0.0461500890526861,0.0389398069480573,2,2
48,646.226519081824,647.835224518593,3.21741087353803,0.0373239436619718,0.026056338028169,0.0197183098591549,0.042307607903629,0.0342281971824487,2,2
49,619.25052892194,620.154015423024,1.80697300216934,0.0288732394366197,0.0232394366197183,0.0112676056338028,0.0308192588164561,0.0289718642499858,2,2
50,609.280620676511,610.285749520372,2.01025768772229,0.0176056338028169,0.0288732394366197,0.0140845070422535,0.0321176544183223,0.0415355802812034,1,1
